,disease 1,disease 2,distance
0,esophageal squamous cell carcinoma,gestational diabetes mellitus,3.2637742975452353
0,esophageal squamous cell carcinoma,glioblastoma,4.414325737543725
0,esophageal squamous cell carcinoma,glioblastoma multiforme,4.24255670063648
0,esophageal squamous cell carcinoma,glioma,4.48441063936381
0,esophageal squamous cell carcinoma,heart disease,4.353468874446126
0,esophageal squamous cell carcinoma,hepatic steatosis,4.332819825754685
0,esophageal squamous cell carcinoma,hepatoblastoma,4.387054702336841
0,esophageal squamous cell carcinoma,hepatocellular carcinoma,4.1507539647033385
0,esophageal squamous cell carcinoma,hirschsprung disease,4.10181451305299
0,esophageal squamous cell carcinoma,hypertension,4.257823074967913
0,esophageal squamous cell carcinoma,hypertrophic cardiomyopathy,4.096927909610296
0,esophageal squamous cell carcinoma,hypopharyngeal squamous cell carcinoma,3.089815759900076
0,esophageal squamous cell carcinoma,infantile hemangioma,4.108632637331576
0,esophageal squamous cell carcinoma,intervertebral disc degeneration,4.253714973141946
0,esophageal squamous cell carcinoma,leukoaraiosis,4.304168309877121
0,esophageal squamous cell carcinoma,liver cancer,3.268857148379547
0,esophageal squamous cell carcinoma,lung adenocarcinoma,4.263274029305423
0,esophageal squamous cell carcinoma,lung cancer,4.2175843479533714
0,esophageal squamous cell carcinoma,lupus nephritis,4.3822851102742515
0,esophageal squamous cell carcinoma,major depressive disorder,4.00687104681945
0,esophageal squamous cell carcinoma,moyamoya disease,4.282193436773733
0,esophageal squamous cell carcinoma,multiple sclerosis,4.2667868435046294
0,esophageal squamous cell carcinoma,multiple system atrophy,4.263209589506467
0,esophageal squamous cell carcinoma,myocardial infarction,4.274596141978849
0,esophageal squamous cell carcinoma,neuropathic pain,4.445073266430388
0,esophageal squamous cell carcinoma,nonalcoholic steatohepatitis,4.116740131633388
0,esophageal squamous cell carcinoma,non-small cell lung cancer,3.6684448323289867
0,esophageal squamous cell carcinoma,oral squamous cell carcinoma,3.152175922959355
0,esophageal squamous cell carcinoma,osteoarthritis,4.278987602906671
0,esophageal squamous cell carcinoma,osteosarcoma,4.408473568528118
0,esophageal squamous cell carcinoma,ovarian endometriosis,3.311626373069571
0,esophageal squamous cell carcinoma,pancreatic cancer,4.191275077736029
0,esophageal squamous cell carcinoma,pancreatic ductal adenocarcinoma,3.9519886218713527
0,esophageal squamous cell carcinoma,papillary thyroid carcinoma,3.9858800686106046
0,esophageal squamous cell carcinoma,pre-eclampsia,3.8663106477850886
0,esophageal squamous cell carcinoma,prostate adenocarcinoma,3.3676739760484136
0,esophageal squamous cell carcinoma,prostate cancer,4.087729911925088
0,esophageal squamous cell carcinoma,pulmonary tuberculosis,3.284429420952621
0,esophageal squamous cell carcinoma,rheumatoid arthritis,4.366157795702804
0,esophageal squamous cell carcinoma,silicosis,3.98926294965517
0,esophageal squamous cell carcinoma,systemic lupus erythematosus,3.8113299787922967
0,esophageal squamous cell carcinoma,thoracic aortic dissection,3.2858735635425513
0,esophageal squamous cell carcinoma,tuberculosis,4.1338804619131535
0,esophageal squamous cell carcinoma,type 2 diabetes mellitus,4.109010484744549
0,essential hypertension,gastric cancer,3.7974172193796867
0,essential hypertension,gestational diabetes mellitus,3.229330157856929
0,essential hypertension,glioblastoma,3.6895019231707478
0,essential hypertension,glioblastoma multiforme,3.728237097630161
0,essential hypertension,glioma,3.675890704606239
0,essential hypertension,heart disease,3.5546864360226498
0,essential hypertension,hepatic steatosis,4.155742177861331
0,essential hypertension,hepatoblastoma,3.786115934400208
0,essential hypertension,hepatocellular carcinoma,3.739199863859166
0,essential hypertension,hirschsprung disease,3.8191207345928273
0,essential hypertension,hypertension,3.145097430246551
0,essential hypertension,hypertrophic cardiomyopathy,3.7775317186492754
0,essential hypertension,hypopharyngeal squamous cell carcinoma,3.1355720724366742
0,essential hypertension,infantile hemangioma,3.9079536747011
0,essential hypertension,intervertebral disc degeneration,3.6504508351847558
0,essential hypertension,leukoaraiosis,3.747078980946468
0,essential hypertension,liver cancer,3.196385625702352
0,essential hypertension,lung adenocarcinoma,4.092626383199826
0,essential hypertension,lung cancer,3.3411670793508916
0,essential hypertension,lupus nephritis,3.794328206943517
0,essential hypertension,major depressive disorder,3.551127515519527
0,essential hypertension,moyamoya disease,3.785197316123808
0,essential hypertension,multiple sclerosis,3.23388070275848
0,essential hypertension,multiple system atrophy,4.348900523693881
0,essential hypertension,myocardial infarction,3.210268763221618
0,essential hypertension,neuropathic pain,4.358049354917629
0,essential hypertension,nonalcoholic steatohepatitis,3.575011544458102
0,essential hypertension,non-small cell lung cancer,3.2094000098245523
0,essential hypertension,oral squamous cell carcinoma,3.2932701293944793
0,essential hypertension,osteoarthritis,3.8118214998291413
0,essential hypertension,osteosarcoma,3.8221821453728815
0,essential hypertension,ovarian endometriosis,3.0986263261072677
0,essential hypertension,pancreatic cancer,3.7875527522595647
0,essential hypertension,pancreatic ductal adenocarcinoma,3.445884857269955
0,essential hypertension,papillary thyroid carcinoma,3.668761558820766
0,essential hypertension,pre-eclampsia,3.8334620309992307
0,essential hypertension,prostate adenocarcinoma,3.208427001628912
0,essential hypertension,prostate cancer,3.4740406057567443
0,essential hypertension,pulmonary tuberculosis,3.1443049004731964
0,essential hypertension,rheumatoid arthritis,3.621856099432003
0,essential hypertension,silicosis,3.85866246252836
0,essential hypertension,systemic lupus erythematosus,3.8877855017199994
0,essential hypertension,thoracic aortic dissection,3.01500051588039
0,essential hypertension,tuberculosis,3.377851414478926
0,essential hypertension,type 2 diabetes mellitus,3.844616375637237
0,gastric cancer,gestational diabetes mellitus,3.5034196592501194
0,gastric cancer,glioblastoma,3.8140268045074306
0,gastric cancer,glioblastoma multiforme,4.001413700073929
0,gastric cancer,glioma,3.7029703111712267
0,gastric cancer,heart disease,3.915066246466912
0,gastric cancer,hepatic steatosis,4.814765384860721
0,gastric cancer,hepatoblastoma,4.050141159882973
0,gastric cancer,hepatocellular carcinoma,4.145607358687329
0,gastric cancer,hirschsprung disease,4.134936381441072
0,gastric cancer,hypertension,3.8825070198873237
0,gastric cancer,hypertrophic cardiomyopathy,3.902193150973233
0,gastric cancer,hypopharyngeal squamous cell carcinoma,3.3749854693614205
0,gastric cancer,infantile hemangioma,3.7936880787902285
0,gastric cancer,intervertebral disc degeneration,4.161094904120121
0,gastric cancer,leukoaraiosis,3.8105169679163162
0,gastric cancer,liver cancer,3.4271991550577905
0,gastric cancer,lung adenocarcinoma,4.170358429290571
0,gastric cancer,lung cancer,3.822037984948318
0,gastric cancer,lupus nephritis,4.116130750434883
0,gastric cancer,major depressive disorder,3.8242989746294853
0,gastric cancer,moyamoya disease,3.956030686360238
0,gastric cancer,multiple sclerosis,3.7124023249813587
0,gastric cancer,multiple system atrophy,4.1902616571220515
0,gastric cancer,myocardial infarction,3.6185716881887235
0,gastric cancer,neuropathic pain,4.512415009375534
0,gastric cancer,nonalcoholic steatohepatitis,3.9563534036567027
0,gastric cancer,non-small cell lung cancer,3.6326256756361905
0,gastric cancer,oral squamous cell carcinoma,3.481126285333164
0,gastric cancer,osteoarthritis,4.161184124786724
0,gastric cancer,osteosarcoma,3.8012564565404765
0,gastric cancer,ovarian endometriosis,3.4519967729659893
0,gastric cancer,pancreatic cancer,3.9368364578596737
0,gastric cancer,pancreatic ductal adenocarcinoma,3.628961343595611
0,gastric cancer,papillary thyroid carcinoma,3.7328623334630002
0,gastric cancer,pre-eclampsia,4.005104459327513
0,gastric cancer,prostate adenocarcinoma,3.5329300272352357
0,gastric cancer,prostate cancer,4.107222814911422
0,gastric cancer,pulmonary tuberculosis,3.4956805301969434
0,gastric cancer,rheumatoid arthritis,3.667300965168656
0,gastric cancer,silicosis,4.028157300257249
0,gastric cancer,systemic lupus erythematosus,4.215713500435894
0,gastric cancer,thoracic aortic dissection,3.4264318043482724
0,gastric cancer,tuberculosis,3.670677943472813
0,gastric cancer,type 2 diabetes mellitus,4.075057227800984
0,gestational diabetes mellitus,glioblastoma,3.588767368680148
0,gestational diabetes mellitus,glioblastoma multiforme,3.6935343236113143
0,gestational diabetes mellitus,glioma,3.8264050502396088
0,gestational diabetes mellitus,heart disease,3.5803921758715043
0,gestational diabetes mellitus,hepatic steatosis,3.5480796477608707
0,gestational diabetes mellitus,hepatoblastoma,3.385158891640469
0,gestational diabetes mellitus,hepatocellular carcinoma,3.5300378192451243
0,gestational diabetes mellitus,hirschsprung disease,3.525860334235698
0,gestational diabetes mellitus,hypertension,3.5542859563473117
0,gestational diabetes mellitus,hypertrophic cardiomyopathy,3.3563475394501388
0,gestational diabetes mellitus,hypopharyngeal squamous cell carcinoma,2.107602978965898
0,gestational diabetes mellitus,infantile hemangioma,3.2731584776986673
0,gestational diabetes mellitus,intervertebral disc degeneration,3.567726913522734
0,gestational diabetes mellitus,leukoaraiosis,3.4955096318947616
0,gestational diabetes mellitus,liver cancer,1.9585919054803755
0,gestational diabetes mellitus,lung adenocarcinoma,3.673369228794423
0,gestational diabetes mellitus,lung cancer,3.1656141489710197
0,gestational diabetes mellitus,lupus nephritis,3.47982610045802
0,gestational diabetes mellitus,major depressive disorder,3.337235016396318
0,gestational diabetes mellitus,moyamoya disease,3.3886757464942168
0,gestational diabetes mellitus,multiple sclerosis,3.3895288248479907
0,gestational diabetes mellitus,multiple system atrophy,3.5373282330093954
0,gestational diabetes mellitus,myocardial infarction,3.5686895683849746
0,gestational diabetes mellitus,neuropathic pain,3.664203821693712
0,gestational diabetes mellitus,nonalcoholic steatohepatitis,3.4525890247591713
0,gestational diabetes mellitus,non-small cell lung cancer,3.1909349720341558
0,gestational diabetes mellitus,oral squamous cell carcinoma,1.9455267292670966
0,gestational diabetes mellitus,osteoarthritis,3.4309669249282666
0,gestational diabetes mellitus,osteosarcoma,3.5386997765465096
0,gestational diabetes mellitus,ovarian endometriosis,2.0422366742513973
0,gestational diabetes mellitus,pancreatic cancer,3.249998408812658
0,gestational diabetes mellitus,pancreatic ductal adenocarcinoma,3.3188104621902212
0,gestational diabetes mellitus,papillary thyroid carcinoma,3.3518197156713905
0,gestational diabetes mellitus,pre-eclampsia,3.3209246829946997
0,gestational diabetes mellitus,prostate adenocarcinoma,2.2282050494679435
0,gestational diabetes mellitus,prostate cancer,3.461065648074964
0,gestational diabetes mellitus,pulmonary tuberculosis,2.0379431162263524
0,gestational diabetes mellitus,rheumatoid arthritis,3.6416045518963536
0,gestational diabetes mellitus,silicosis,3.4740930261863507
0,gestational diabetes mellitus,systemic lupus erythematosus,3.310802198890067
0,gestational diabetes mellitus,thoracic aortic dissection,1.8780137887245032
0,gestational diabetes mellitus,tuberculosis,3.4140917966728166
0,gestational diabetes mellitus,type 2 diabetes mellitus,3.1787961103504707
0,glioblastoma,glioblastoma multiforme,2.463794920454516
0,glioblastoma,glioma,3.0680825825995792
0,glioblastoma,heart disease,3.1128380843510546
0,glioblastoma,hepatic steatosis,4.762483304884382
0,glioblastoma,hepatoblastoma,3.520344135473087
0,glioblastoma,hepatocellular carcinoma,3.6782032338886625
0,glioblastoma,hirschsprung disease,3.9663258060500723
0,glioblastoma,hypertension,3.3789192992638446
0,glioblastoma,hypertrophic cardiomyopathy,3.726396809061299
0,glioblastoma,hypopharyngeal squamous cell carcinoma,3.473114133319668
0,glioblastoma,infantile hemangioma,4.00983449035117
0,glioblastoma,intervertebral disc degeneration,3.9986882099802514
0,glioblastoma,leukoaraiosis,4.500172356230262
0,glioblastoma,liver cancer,3.514987653477412
0,glioblastoma,lung adenocarcinoma,4.374477127857464
0,glioblastoma,lung cancer,3.1376840308610414
0,glioblastoma,lupus nephritis,3.6037546303463874
0,glioblastoma,major depressive disorder,3.370253913430931
0,glioblastoma,moyamoya disease,4.078056695199145
0,glioblastoma,multiple sclerosis,2.9462606812129404
0,glioblastoma,multiple system atrophy,4.794109752192501
0,glioblastoma,myocardial infarction,3.0009078416856267
0,glioblastoma,neuropathic pain,4.523225410894379
0,glioblastoma,nonalcoholic steatohepatitis,3.5839278690464296
0,glioblastoma,non-small cell lung cancer,3.1411738556550413
0,glioblastoma,oral squamous cell carcinoma,3.5209074330055223
0,glioblastoma,osteoarthritis,3.4675839265807475
0,glioblastoma,osteosarcoma,2.9144031409683593
0,glioblastoma,ovarian endometriosis,3.5421152843549275
0,glioblastoma,pancreatic cancer,3.927866257535549
0,glioblastoma,pancreatic ductal adenocarcinoma,2.8813956696696597
0,glioblastoma,papillary thyroid carcinoma,2.965014195256314
0,glioblastoma,pre-eclampsia,4.104914839894143
0,glioblastoma,prostate adenocarcinoma,3.649311595158546
0,glioblastoma,prostate cancer,3.0844079603459944
0,glioblastoma,pulmonary tuberculosis,3.5681071900311365
0,glioblastoma,rheumatoid arthritis,2.8690353551506864
0,glioblastoma,silicosis,3.6928647985552794
0,glioblastoma,systemic lupus erythematosus,4.198615160112685
0,glioblastoma,thoracic aortic dissection,3.4965378857755876
0,glioblastoma,tuberculosis,3.2889498706645677
0,glioblastoma,type 2 diabetes mellitus,4.3338805526203314
0,glioblastoma multiforme,glioma,2.9691098435795755
0,glioblastoma multiforme,heart disease,3.2501455005548987
0,glioblastoma multiforme,hepatic steatosis,4.571853141040027
0,glioblastoma multiforme,hepatoblastoma,3.563448681411537
0,glioblastoma multiforme,hepatocellular carcinoma,3.8467747473576837
0,glioblastoma multiforme,hirschsprung disease,4.083045843262269
0,glioblastoma multiforme,hypertension,3.4821917527100013
0,glioblastoma multiforme,hypertrophic cardiomyopathy,3.577669778324761
0,glioblastoma multiforme,hypopharyngeal squamous cell carcinoma,3.5536748975194734
0,glioblastoma multiforme,infantile hemangioma,4.104831619551891
0,glioblastoma multiforme,intervertebral disc degeneration,3.8462017187518502
0,glioblastoma multiforme,leukoaraiosis,4.070090283483019
0,glioblastoma multiforme,liver cancer,3.623892266979864
0,glioblastoma multiforme,lung adenocarcinoma,4.546201756601751
0,glioblastoma multiforme,lung cancer,3.240193621962681
0,glioblastoma multiforme,lupus nephritis,3.7813868432820046
0,glioblastoma multiforme,major depressive disorder,3.4637145476144586
0,glioblastoma multiforme,moyamoya disease,4.016205004766103
0,glioblastoma multiforme,multiple sclerosis,2.926662779516826
0,glioblastoma multiforme,multiple system atrophy,4.804733682502735
0,glioblastoma multiforme,myocardial infarction,3.2278695955128573
0,glioblastoma multiforme,neuropathic pain,4.428491919675723
0,glioblastoma multiforme,nonalcoholic steatohepatitis,3.616153571137439
0,glioblastoma multiforme,non-small cell lung cancer,3.287230613653864
0,glioblastoma multiforme,oral squamous cell carcinoma,3.695950947187675
0,glioblastoma multiforme,osteoarthritis,3.462865312792314
0,glioblastoma multiforme,osteosarcoma,2.849835252741431
0,glioblastoma multiforme,ovarian endometriosis,3.642425465921564
0,glioblastoma multiforme,pancreatic cancer,4.2255269375968005
0,glioblastoma multiforme,pancreatic ductal adenocarcinoma,2.9510377213230554
0,glioblastoma multiforme,papillary thyroid carcinoma,3.018746978779686
0,glioblastoma multiforme,pre-eclampsia,3.992133996700317
0,glioblastoma multiforme,prostate adenocarcinoma,3.6712589937652216
0,glioblastoma multiforme,prostate cancer,3.124468123720533
0,glioblastoma multiforme,pulmonary tuberculosis,3.656908510345891
0,glioblastoma multiforme,rheumatoid arthritis,2.833735630860342
0,glioblastoma multiforme,silicosis,3.8751839595028534
0,glioblastoma multiforme,systemic lupus erythematosus,4.291615640386734
0,glioblastoma multiforme,thoracic aortic dissection,3.612943418216479
0,glioblastoma multiforme,tuberculosis,3.2865194113811333
0,glioblastoma multiforme,type 2 diabetes mellitus,4.592724798893676
0,glioma,heart disease,3.4505567531725547
0,glioma,hepatic steatosis,4.8225107770868
0,glioma,hepatoblastoma,3.7762162024057324
0,glioma,hepatocellular carcinoma,3.9201561779267853
0,glioma,hirschsprung disease,4.272881118015897
0,glioma,hypertension,3.3129487373246134
0,glioma,hypertrophic cardiomyopathy,3.9389573152077606
0,glioma,hypopharyngeal squamous cell carcinoma,3.6998191937686995
0,glioma,infantile hemangioma,4.0981464348023735
0,glioma,intervertebral disc degeneration,3.9650753593474066
0,glioma,leukoaraiosis,4.401153139923275
0,glioma,liver cancer,3.7441685411859
0,glioma,lung adenocarcinoma,4.568978311474101
0,glioma,lung cancer,3.3947152906908014
0,glioma,lupus nephritis,3.9352098989931874
0,glioma,major depressive disorder,3.593223455799966
0,glioma,moyamoya disease,4.2056638581340655
0,glioma,multiple sclerosis,3.4132171715390807
0,glioma,multiple system atrophy,4.872149229701829
0,glioma,myocardial infarction,3.260857475453208
0,glioma,neuropathic pain,4.682238971168497
0,glioma,nonalcoholic steatohepatitis,3.997555493388645
0,glioma,non-small cell lung cancer,3.505469643233947
0,glioma,oral squamous cell carcinoma,3.7996232666588377
0,glioma,osteoarthritis,3.801081760835667
0,glioma,osteosarcoma,3.0023273403965605
0,glioma,ovarian endometriosis,3.7293799879888017
0,glioma,pancreatic cancer,4.169876050276732
0,glioma,pancreatic ductal adenocarcinoma,3.4872012462603768
0,glioma,papillary thyroid carcinoma,3.0202265896635576
0,glioma,pre-eclampsia,4.006848308140953
0,glioma,prostate adenocarcinoma,3.78579068838267
0,glioma,prostate cancer,3.1510660022109596
0,glioma,pulmonary tuberculosis,3.806295417154978
0,glioma,rheumatoid arthritis,3.1632199192194874
0,glioma,silicosis,3.998228942501729
0,glioma,systemic lupus erythematosus,4.251073080567371
0,glioma,thoracic aortic dissection,3.727938331786167
0,glioma,tuberculosis,3.2672405312543433
0,glioma,type 2 diabetes mellitus,4.535239634451219
0,heart disease,hepatic steatosis,4.731564521570497
0,heart disease,hepatoblastoma,3.553776907131871
0,heart disease,hepatocellular carcinoma,3.9197051506015224
0,heart disease,hirschsprung disease,4.147808977642484
0,heart disease,hypertension,3.2912544012758826
0,heart disease,hypertrophic cardiomyopathy,3.632969168311016
0,heart disease,hypopharyngeal squamous cell carcinoma,3.512948093570505
0,heart disease,infantile hemangioma,3.9070169762534035
0,heart disease,intervertebral disc degeneration,3.612531236975986
0,heart disease,leukoaraiosis,4.346917234354076
0,heart disease,liver cancer,3.517250656349675
0,heart disease,lung adenocarcinoma,4.531334003933182
0,heart disease,lung cancer,3.5814837915613946
0,heart disease,lupus nephritis,3.451136668920181
0,heart disease,major depressive disorder,3.4046477687417367
0,heart disease,moyamoya disease,3.8240250381434335
0,heart disease,multiple sclerosis,3.376660079918161
0,heart disease,multiple system atrophy,4.8431601243608355
0,heart disease,myocardial infarction,3.1873358844788346
0,heart disease,neuropathic pain,4.43037038058796
0,heart disease,nonalcoholic steatohepatitis,3.592927403891551
0,heart disease,non-small cell lung cancer,3.529702531082339
0,heart disease,oral squamous cell carcinoma,3.577155505228661
0,heart disease,osteoarthritis,3.6496689374807456
0,heart disease,osteosarcoma,3.3176239997625694
0,heart disease,ovarian endometriosis,3.5777836096309215
0,heart disease,pancreatic cancer,4.07950112699631
0,heart disease,pancreatic ductal adenocarcinoma,3.4918512057034103
0,heart disease,papillary thyroid carcinoma,3.224071150649994
0,heart disease,pre-eclampsia,3.9135764587574684
0,heart disease,prostate adenocarcinoma,3.5904452588421347
0,heart disease,prostate cancer,3.6067096219743813
0,heart disease,pulmonary tuberculosis,3.5803150265564407
0,heart disease,rheumatoid arthritis,3.2926026079281745
0,heart disease,silicosis,3.9678964649205954
0,heart disease,systemic lupus erythematosus,4.087691858217126
0,heart disease,thoracic aortic dissection,3.534137055091405
0,heart disease,tuberculosis,3.359834088845828
0,heart disease,type 2 diabetes mellitus,4.382882037376477
0,hepatic steatosis,hepatoblastoma,4.433399145938698
0,hepatic steatosis,hepatocellular carcinoma,4.568692186680457
0,hepatic steatosis,hirschsprung disease,4.628881107077458
0,hepatic steatosis,hypertension,4.66850663144426
0,hepatic steatosis,hypertrophic cardiomyopathy,4.355875606185498
0,hepatic steatosis,hypopharyngeal squamous cell carcinoma,3.417073076805532
0,hepatic steatosis,infantile hemangioma,4.345539233992432
0,hepatic steatosis,intervertebral disc degeneration,4.917236489865036
0,hepatic steatosis,leukoaraiosis,4.306092840094074
0,hepatic steatosis,liver cancer,3.504983965021646
0,hepatic steatosis,lung adenocarcinoma,4.55878142980095
0,hepatic steatosis,lung cancer,4.146394312996239
0,hepatic steatosis,lupus nephritis,4.551587026222675
0,hepatic steatosis,major depressive disorder,4.424211334362145
0,hepatic steatosis,moyamoya disease,4.389132756599886
0,hepatic steatosis,multiple sclerosis,4.600175519201524
0,hepatic steatosis,multiple system atrophy,4.5215728714987256
0,hepatic steatosis,myocardial infarction,4.675477988007454
0,hepatic steatosis,neuropathic pain,4.333987906006158
0,hepatic steatosis,nonalcoholic steatohepatitis,4.507805177846532
0,hepatic steatosis,non-small cell lung cancer,4.082876035874965
0,hepatic steatosis,oral squamous cell carcinoma,3.4948061774616432
0,hepatic steatosis,osteoarthritis,4.2746264361137545
0,hepatic steatosis,osteosarcoma,4.572020115742873
0,hepatic steatosis,ovarian endometriosis,3.6036686963000477
0,hepatic steatosis,pancreatic cancer,4.1114914323341765
0,hepatic steatosis,pancreatic ductal adenocarcinoma,4.453112721253458
0,hepatic steatosis,papillary thyroid carcinoma,4.4835359610708245
0,hepatic steatosis,pre-eclampsia,4.341933767701855
0,hepatic steatosis,prostate adenocarcinoma,3.557595372220938
0,hepatic steatosis,prostate cancer,4.519672839186384
0,hepatic steatosis,pulmonary tuberculosis,3.5411009319959197
0,hepatic steatosis,rheumatoid arthritis,4.654604707753912
0,hepatic steatosis,silicosis,4.391582598699492
0,hepatic steatosis,systemic lupus erythematosus,4.02346190730906
0,hepatic steatosis,thoracic aortic dissection,3.527776219483159
0,hepatic steatosis,tuberculosis,4.517817691100767
0,hepatic steatosis,type 2 diabetes mellitus,4.215422234533344
0,hepatoblastoma,hepatocellular carcinoma,3.808927284059897
0,hepatoblastoma,hirschsprung disease,3.9545281343224645
0,hepatoblastoma,hypertension,3.6744409582589026
0,hepatoblastoma,hypertrophic cardiomyopathy,3.8032912273540025
0,hepatoblastoma,hypopharyngeal squamous cell carcinoma,3.3428778442386693
0,hepatoblastoma,infantile hemangioma,4.109947866763983
0,hepatoblastoma,intervertebral disc degeneration,3.916219524206961
0,hepatoblastoma,leukoaraiosis,4.158405968119212
0,hepatoblastoma,liver cancer,3.3754607103969225
0,hepatoblastoma,lung adenocarcinoma,4.376665692486882
0,hepatoblastoma,lung cancer,3.924635226920713
0,hepatoblastoma,lupus nephritis,3.8302135411427436
0,hepatoblastoma,major depressive disorder,3.724693323475624
0,hepatoblastoma,moyamoya disease,4.166649638259243
0,hepatoblastoma,multiple sclerosis,3.61360777830741
0,hepatoblastoma,multiple system atrophy,4.457043097277875
0,hepatoblastoma,myocardial infarction,3.5770611330545217
0,hepatoblastoma,neuropathic pain,4.295451500668283
0,hepatoblastoma,nonalcoholic steatohepatitis,3.918879985241933
0,hepatoblastoma,non-small cell lung cancer,3.7085467991828427
0,hepatoblastoma,oral squamous cell carcinoma,3.315811732234435
0,hepatoblastoma,osteoarthritis,3.8845594283587195
0,hepatoblastoma,osteosarcoma,3.3786927616267692
0,hepatoblastoma,ovarian endometriosis,3.3266658191228955
0,hepatoblastoma,pancreatic cancer,3.8843738547835347
0,hepatoblastoma,pancreatic ductal adenocarcinoma,3.5831514838485257
0,hepatoblastoma,papillary thyroid carcinoma,3.4996366983944447
0,hepatoblastoma,pre-eclampsia,4.0523622703336954
0,hepatoblastoma,prostate adenocarcinoma,3.4407549267603574
0,hepatoblastoma,prostate cancer,3.6130054351365883
0,hepatoblastoma,pulmonary tuberculosis,3.3752426752013704
0,hepatoblastoma,rheumatoid arthritis,3.496997893505122
0,hepatoblastoma,silicosis,3.896045862312438
0,hepatoblastoma,systemic lupus erythematosus,3.7934240222048086
0,hepatoblastoma,thoracic aortic dissection,3.371346349376685
0,hepatoblastoma,tuberculosis,3.5009523669547256
0,hepatoblastoma,type 2 diabetes mellitus,4.0788948778377465
0,hepatocellular carcinoma,hirschsprung disease,4.046214318413925
0,hepatocellular carcinoma,hypertension,3.830216452064254
0,hepatocellular carcinoma,hypertrophic cardiomyopathy,4.056579394826589
0,hepatocellular carcinoma,hypopharyngeal squamous cell carcinoma,3.4027644218023014
0,hepatocellular carcinoma,infantile hemangioma,4.16238753663738
0,hepatocellular carcinoma,intervertebral disc degeneration,4.110867190759543
0,hepatocellular carcinoma,leukoaraiosis,4.50853854877775
0,hepatocellular carcinoma,liver cancer,3.4817797774438466
0,hepatocellular carcinoma,lung adenocarcinoma,4.097684369522105
0,hepatocellular carcinoma,lung cancer,3.73165636707862
0,hepatocellular carcinoma,lupus nephritis,3.9781013385523436
0,hepatocellular carcinoma,major depressive disorder,3.729035318456199
0,hepatocellular carcinoma,moyamoya disease,4.044159196004249
0,hepatocellular carcinoma,multiple sclerosis,3.7139393528418174
0,hepatocellular carcinoma,multiple system atrophy,4.8504898045666645
0,hepatocellular carcinoma,myocardial infarction,3.547805053810039
0,hepatocellular carcinoma,neuropathic pain,4.551789657698118
0,hepatocellular carcinoma,nonalcoholic steatohepatitis,4.035811892860388
0,hepatocellular carcinoma,non-small cell lung cancer,3.860150969191553
0,hepatocellular carcinoma,oral squamous cell carcinoma,3.514713244089522
0,hepatocellular carcinoma,osteoarthritis,4.046800149722154
0,hepatocellular carcinoma,osteosarcoma,3.864962500808015
0,hepatocellular carcinoma,ovarian endometriosis,3.4826540273347217
0,hepatocellular carcinoma,pancreatic cancer,4.034755259730217
0,hepatocellular carcinoma,pancreatic ductal adenocarcinoma,3.664174235724419
0,hepatocellular carcinoma,papillary thyroid carcinoma,3.7865032131510055
0,hepatocellular carcinoma,pre-eclampsia,3.9668299788973367
0,hepatocellular carcinoma,prostate adenocarcinoma,3.442473768785614
0,hepatocellular carcinoma,prostate cancer,3.933536800531223
0,hepatocellular carcinoma,pulmonary tuberculosis,3.498114135076138
0,hepatocellular carcinoma,rheumatoid arthritis,4.094562394480076
0,hepatocellular carcinoma,silicosis,4.1543174721883815
0,hepatocellular carcinoma,systemic lupus erythematosus,4.198916877177665
0,hepatocellular carcinoma,thoracic aortic dissection,3.457296229662026
0,hepatocellular carcinoma,tuberculosis,3.7259591637986684
0,hepatocellular carcinoma,type 2 diabetes mellitus,4.141592407493521
0,hirschsprung disease,hypertension,3.87470331448173
0,hirschsprung disease,hypertrophic cardiomyopathy,3.968868229606152
0,hirschsprung disease,hypopharyngeal squamous cell carcinoma,3.386689184794489
0,hirschsprung disease,infantile hemangioma,3.889097572054364
0,hirschsprung disease,intervertebral disc degeneration,4.039912667088211
0,hirschsprung disease,leukoaraiosis,4.215287752238378
0,hirschsprung disease,liver cancer,3.466696475234189
0,hirschsprung disease,lung adenocarcinoma,4.307632926587563
0,hirschsprung disease,lung cancer,3.97167239616909
0,hirschsprung disease,lupus nephritis,4.0756945718517645
0,hirschsprung disease,major depressive disorder,3.9243451443704163
0,hirschsprung disease,moyamoya disease,4.157547825134121
0,hirschsprung disease,multiple sclerosis,3.7305798045439054
0,hirschsprung disease,multiple system atrophy,4.313263724124458
0,hirschsprung disease,myocardial infarction,4.103509751248886
0,hirschsprung disease,neuropathic pain,4.498727062539085
0,hirschsprung disease,nonalcoholic steatohepatitis,4.037959978356037
0,hirschsprung disease,non-small cell lung cancer,3.8376466567302314
0,hirschsprung disease,oral squamous cell carcinoma,3.4365797423854936
0,hirschsprung disease,osteoarthritis,4.044399967698943
0,hirschsprung disease,osteosarcoma,3.913974237204817
0,hirschsprung disease,ovarian endometriosis,3.412139672187888
0,hirschsprung disease,pancreatic cancer,4.070034564931902
0,hirschsprung disease,pancreatic ductal adenocarcinoma,3.9176056253463725
0,hirschsprung disease,papillary thyroid carcinoma,3.5860798241919887
0,hirschsprung disease,pre-eclampsia,4.313705490171781
0,hirschsprung disease,prostate adenocarcinoma,3.4761969708927665
0,hirschsprung disease,prostate cancer,3.9082417114468995
